unidade;ano;mes;porte;quantidade
HEM;2022,0;11,0;PORTE II;0,0
HEM;2022,0;11,0;PORTE III;0,0
HEM;2022,0;11,0;PORTE IV;0,0
HEM;2022,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;12,0;PORTE I;51,0
HEM;2022,0;12,0;PORTE II;0,0
HEM;2022,0;12,0;PORTE III;0,0
HEM;2022,0;12,0;PORTE IV;0,0
HEM;2022,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;1,0;PORTE I;33,0
HEM;2023,0;1,0;PORTE II;0,0
HEM;2023,0;1,0;PORTE III;0,0
HEM;2023,0;1,0;PORTE IV;0,0
HEM;2023,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;2,0;PORTE I;41,0
HEM;2023,0;2,0;PORTE II;0,0
HEM;2023,0;2,0;PORTE III;0,0
HEM;2023,0;2,0;PORTE IV;0,0
HEM;2023,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;3,0;PORTE I;65,0
HEM;2023,0;3,0;PORTE II;0,0
HEM;2023,0;3,0;PORTE III;0,0
HEM;2023,0;3,0;PORTE IV;0,0
HEM;2023,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;4,0;PORTE I;52,0
HEM;2023,0;4,0;PORTE II;0,0
HEM;2023,0;4,0;PORTE III;0,0
HEM;2023,0;4,0;PORTE IV;0,0
HEM;2023,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;5,0;PORTE I;55,0
HEM;2023,0;5,0;PORTE II;0,0
HEM;2023,0;5,0;PORTE III;0,0
HEM;2023,0;5,0;PORTE IV;0,0
HEM;2023,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;6,0;PORTE I;49,0
HEM;2023,0;6,0;PORTE II;0,0
HEM;2023,0;6,0;PORTE III;0,0
HEM;2023,0;6,0;PORTE IV;0,0
HEM;2023,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;7,0;PORTE I;52,0
HEM;2023,0;7,0;PORTE II;1,0
HEM;2023,0;7,0;PORTE III;0,0
HEM;2023,0;7,0;PORTE IV;0,0
HEM;2023,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;8,0;PORTE I;63,0
HEM;2023,0;8,0;PORTE II;0,0
HEM;2023,0;8,0;PORTE III;0,0
HEM;2023,0;8,0;PORTE IV;0,0
HEM;2023,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;9,0;PORTE I;50,0
HEM;2023,0;9,0;PORTE II;0,0
HEM;2023,0;9,0;PORTE III;1,0
HEM;2023,0;9,0;PORTE IV;0,0
HEM;2023,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;10,0;PORTE I;59,0
HEM;2023,0;10,0;PORTE II;1,0
HEM;2023,0;10,0;PORTE III;0,0
HEM;2023,0;10,0;PORTE IV;0,0
HEM;2023,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;11,0;PORTE I;53,0
HEM;2023,0;11,0;PORTE II;5,0
HEM;2023,0;11,0;PORTE III;1,0
HEM;2023,0;11,0;PORTE IV;0,0
HEM;2023,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2023,0;12,0;PORTE I;56,0
HEM;2023,0;12,0;PORTE II;3,0
HEM;2023,0;12,0;PORTE III;0,0
HEM;2023,0;12,0;PORTE IV;0,0
HEM;2023,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;1,0;PORTE I;38,0
HEM;2024,0;1,0;PORTE II;1,0
HEM;2024,0;1,0;PORTE III;0,0
HEM;2024,0;1,0;PORTE IV;0,0
HEM;2024,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;2,0;PORTE I;47,0
HEM;2024,0;2,0;PORTE II;1,0
HEM;2024,0;2,0;PORTE III;1,0
HEM;2024,0;2,0;PORTE IV;0,0
HEM;2024,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;3,0;PORTE I;68,0
HEM;2024,0;3,0;PORTE II;0,0
HEM;2024,0;3,0;PORTE III;0,0
HEM;2024,0;3,0;PORTE IV;0,0
HEM;2024,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;4,0;PORTE I;59,0
HEM;2024,0;4,0;PORTE II;3,0
HEM;2024,0;4,0;PORTE III;0,0
HEM;2024,0;4,0;PORTE IV;0,0
HEM;2024,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;5,0;PORTE I;53,0
HEM;2024,0;5,0;PORTE II;4,0
HEM;2024,0;5,0;PORTE III;0,0
HEM;2024,0;5,0;PORTE IV;0,0
HEM;2024,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;6,0;PORTE I;70,0
HEM;2024,0;6,0;PORTE II;4,0
HEM;2024,0;6,0;PORTE III;0,0
HEM;2024,0;6,0;PORTE IV;0,0
HEM;2024,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;7,0;PORTE I;52,0
HEM;2024,0;7,0;PORTE II;1,0
HEM;2024,0;7,0;PORTE III;0,0
HEM;2024,0;7,0;PORTE IV;0,0
HEM;2024,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;8,0;PORTE I;60,0
HEM;2024,0;8,0;PORTE II;0,0
HEM;2024,0;8,0;PORTE III;0,0
HEM;2024,0;8,0;PORTE IV;0,0
HEM;2024,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;9,0;PORTE I;55,0
HEM;2024,0;9,0;PORTE II;1,0
HEM;2024,0;9,0;PORTE III;0,0
HEM;2024,0;9,0;PORTE IV;0,0
HEM;2024,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;10,0;PORTE I;47,0
HEM;2024,0;10,0;PORTE II;1,0
HEM;2024,0;10,0;PORTE III;0,0
HEM;2024,0;10,0;PORTE IV;0,0
HEM;2024,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;11,0;PORTE I;41,0
HEM;2024,0;11,0;PORTE II;1,0
HEM;2024,0;11,0;PORTE III;0,0
HEM;2024,0;11,0;PORTE IV;0,0
HEM;2024,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2024,0;12,0;PORTE I;27,0
HEM;2024,0;12,0;PORTE II;1,0
HEM;2024,0;12,0;PORTE III;1,0
HEM;2024,0;12,0;PORTE IV;0,0
HEM;2024,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;1,0;PORTE I;35,0
HEM;2025,0;1,0;PORTE II;1,0
HEM;2025,0;1,0;PORTE III;0,0
HEM;2025,0;1,0;PORTE IV;0,0
HEM;2025,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;2,0;PORTE I;29,0
HEM;2025,0;2,0;PORTE II;0,0
HEM;2025,0;2,0;PORTE III;0,0
HEM;2025,0;2,0;PORTE IV;0,0
HEM;2025,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;3,0;PORTE I;31,0
HEM;2025,0;3,0;PORTE II;0,0
HEM;2025,0;3,0;PORTE III;0,0
HEM;2025,0;3,0;PORTE IV;0,0
HEM;2025,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;4,0;PORTE I;43,0
HEM;2025,0;4,0;PORTE II;0,0
HEM;2025,0;4,0;PORTE III;0,0
HEM;2025,0;4,0;PORTE IV;0,0
HEM;2025,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;5,0;PORTE I;43,0
HEM;2025,0;5,0;PORTE II;0,0
HEM;2025,0;5,0;PORTE III;0,0
HEM;2025,0;5,0;PORTE IV;0,0
HEM;2025,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;6,0;PORTE I;24,0
HEM;2025,0;6,0;PORTE II;1,0
HEM;2025,0;6,0;PORTE III;0,0
HEM;2025,0;6,0;PORTE IV;1,0
HEM;2025,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;7,0;PORTE I;37,0
HEM;2025,0;7,0;PORTE II;1,0
HEM;2025,0;7,0;PORTE III;0,0
HEM;2025,0;7,0;PORTE IV;0,0
HEM;2025,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;8,0;PORTE I;32,0
HEM;2025,0;8,0;PORTE II;2,0
HEM;2025,0;8,0;PORTE III;0,0
HEM;2025,0;8,0;PORTE IV;0,0
HEM;2025,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;9,0;PORTE I;48,0
HEM;2025,0;9,0;PORTE II;3,0
HEM;2025,0;9,0;PORTE III;0,0
HEM;2025,0;9,0;PORTE IV;0,0
HEM;2025,0;9,0;PORTE SEM INFORMAÇÃO;1,0
HEM;2025,0;10,0;PORTE I;57,0
HEM;2025,0;10,0;PORTE II;3,0
HEM;2025,0;10,0;PORTE III;1,0
HEM;2025,0;10,0;PORTE IV;0,0
HEM;2025,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2025,0;11,0;PORTE I;36,0
HEM;2025,0;11,0;PORTE II;3,0
HEM;2025,0;11,0;PORTE III;1,0
HEM;2025,0;11,0;PORTE IV;0,0
HEM;2025,0;11,0;PORTE SEM INFORMAÇÃO;1,0
HEM;2025,0;12,0;PORTE I;36,0
HEM;2025,0;12,0;PORTE II;0,0
HEM;2025,0;12,0;PORTE III;1,0
HEM;2025,0;12,0;PORTE IV;1,0
HEM;2025,0;12,0;PORTE SEM INFORMAÇÃO;1,0
HEM;2026,0;1,0;PORTE I;44,0
HEM;2026,0;1,0;PORTE II;6,0
HEM;2026,0;1,0;PORTE III;0,0
HEM;2026,0;1,0;PORTE IV;0,0
HEM;2026,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2026,0;2,0;PORTE I;77,0
HEM;2026,0;2,0;PORTE II;5,0
HEM;2026,0;2,0;PORTE III;0,0
HEM;2026,0;2,0;PORTE IV;0,0
HEM;2026,0;2,0;PORTE SEM INFORMAÇÃO;1,0
HJK;2019,0;1,0;PORTE I;96,0
HJK;2019,0;1,0;PORTE II;55,0
HJK;2019,0;1,0;PORTE III;8,0
HJK;2019,0;1,0;PORTE IV;3,0
HJK;2019,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;2,0;PORTE I;86,0
HJK;2019,0;2,0;PORTE II;79,0
HJK;2019,0;2,0;PORTE III;16,0
HJK;2019,0;2,0;PORTE IV;5,0
HJK;2019,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;3,0;PORTE I;63,0
HJK;2019,0;3,0;PORTE II;74,0
HJK;2019,0;3,0;PORTE III;22,0
HJK;2019,0;3,0;PORTE IV;1,0
HJK;2019,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;4,0;PORTE I;75,0
HJK;2019,0;4,0;PORTE II;72,0
HJK;2019,0;4,0;PORTE III;20,0
HJK;2019,0;4,0;PORTE IV;5,0
HJK;2019,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;5,0;PORTE I;74,0
HJK;2019,0;5,0;PORTE II;77,0
HJK;2019,0;5,0;PORTE III;28,0
HJK;2019,0;5,0;PORTE IV;8,0
HJK;2019,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;6,0;PORTE I;71,0
HJK;2019,0;6,0;PORTE II;79,0
HJK;2019,0;6,0;PORTE III;11,0
HJK;2019,0;6,0;PORTE IV;2,0
HJK;2019,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;7,0;PORTE I;96,0
HJK;2019,0;7,0;PORTE II;73,0
HJK;2019,0;7,0;PORTE III;19,0
HJK;2019,0;7,0;PORTE IV;2,0
HJK;2019,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;8,0;PORTE I;60,0
HJK;2019,0;8,0;PORTE II;75,0
HJK;2019,0;8,0;PORTE III;18,0
HJK;2019,0;8,0;PORTE IV;2,0
HJK;2019,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;9,0;PORTE I;76,0
HJK;2019,0;9,0;PORTE II;85,0
HJK;2019,0;9,0;PORTE III;17,0
HJK;2019,0;9,0;PORTE IV;3,0
HJK;2019,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;10,0;PORTE I;67,0
HJK;2019,0;10,0;PORTE II;65,0
HJK;2019,0;10,0;PORTE III;15,0
HJK;2019,0;10,0;PORTE IV;9,0
HJK;2019,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;11,0;PORTE I;90,0
HJK;2019,0;11,0;PORTE II;62,0
HJK;2019,0;11,0;PORTE III;13,0
HJK;2019,0;11,0;PORTE IV;1,0
HJK;2019,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2019,0;12,0;PORTE I;64,0
HJK;2019,0;12,0;PORTE II;74,0
HJK;2019,0;12,0;PORTE III;14,0
HJK;2019,0;12,0;PORTE IV;5,0
HJK;2019,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;1,0;PORTE I;100,0
HJK;2020,0;1,0;PORTE II;46,0
HJK;2020,0;1,0;PORTE III;7,0
HJK;2020,0;1,0;PORTE IV;0,0
HJK;2020,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;2,0;PORTE I;69,0
HJK;2020,0;2,0;PORTE II;65,0
HJK;2020,0;2,0;PORTE III;19,0
HJK;2020,0;2,0;PORTE IV;4,0
HJK;2020,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;3,0;PORTE I;50,0
HJK;2020,0;3,0;PORTE II;67,0
HJK;2020,0;3,0;PORTE III;12,0
HJK;2020,0;3,0;PORTE IV;4,0
HJK;2020,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;4,0;PORTE I;16,0
HJK;2020,0;4,0;PORTE II;21,0
HJK;2020,0;4,0;PORTE III;9,0
HJK;2020,0;4,0;PORTE IV;1,0
HJK;2020,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;5,0;PORTE I;16,0
HJK;2020,0;5,0;PORTE II;16,0
HJK;2020,0;5,0;PORTE III;6,0
HJK;2020,0;5,0;PORTE IV;2,0
HJK;2020,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;6,0;PORTE I;2,0
HJK;2020,0;6,0;PORTE II;1,0
HJK;2020,0;6,0;PORTE III;1,0
HJK;2020,0;6,0;PORTE IV;0,0
HJK;2020,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;7,0;PORTE I;4,0
HJK;2020,0;7,0;PORTE II;3,0
HJK;2020,0;7,0;PORTE III;3,0
HJK;2020,0;7,0;PORTE IV;0,0
HJK;2020,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;8,0;PORTE I;3,0
HJK;2020,0;8,0;PORTE II;6,0
HJK;2020,0;8,0;PORTE III;0,0
HJK;2020,0;8,0;PORTE IV;0,0
HJK;2020,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;9,0;PORTE I;2,0
HJK;2020,0;9,0;PORTE II;7,0
HJK;2020,0;9,0;PORTE III;2,0
HJK;2020,0;9,0;PORTE IV;0,0
HJK;2020,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;10,0;PORTE I;17,0
HJK;2020,0;10,0;PORTE II;12,0
HJK;2020,0;10,0;PORTE III;1,0
HJK;2020,0;10,0;PORTE IV;0,0
HJK;2020,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;11,0;PORTE I;18,0
HJK;2020,0;11,0;PORTE II;6,0
HJK;2020,0;11,0;PORTE III;2,0
HJK;2020,0;11,0;PORTE IV;0,0
HJK;2020,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2020,0;12,0;PORTE I;6,0
HJK;2020,0;12,0;PORTE II;4,0
HJK;2020,0;12,0;PORTE III;1,0
HJK;2020,0;12,0;PORTE IV;0,0
HJK;2020,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;1,0;PORTE I;8,0
HJK;2021,0;1,0;PORTE II;9,0
HJK;2021,0;1,0;PORTE III;3,0
HJK;2021,0;1,0;PORTE IV;0,0
HJK;2021,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;2,0;PORTE I;9,0
HJK;2021,0;2,0;PORTE II;10,0
HJK;2021,0;2,0;PORTE III;3,0
HJK;2021,0;2,0;PORTE IV;0,0
HJK;2021,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;3,0;PORTE I;7,0
HJK;2021,0;3,0;PORTE II;12,0
HJK;2021,0;3,0;PORTE III;1,0
HJK;2021,0;3,0;PORTE IV;0,0
HJK;2021,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;4,0;PORTE I;5,0
HJK;2021,0;4,0;PORTE II;2,0
HJK;2021,0;4,0;PORTE III;0,0
HJK;2021,0;4,0;PORTE IV;0,0
HJK;2021,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;5,0;PORTE I;4,0
HJK;2021,0;5,0;PORTE II;8,0
HJK;2021,0;5,0;PORTE III;0,0
HJK;2021,0;5,0;PORTE IV;0,0
HJK;2021,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;6,0;PORTE I;1,0
HJK;2021,0;6,0;PORTE II;5,0
HJK;2021,0;6,0;PORTE III;2,0
HJK;2021,0;6,0;PORTE IV;0,0
HJK;2021,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;7,0;PORTE I;6,0
HJK;2021,0;7,0;PORTE II;12,0
HJK;2021,0;7,0;PORTE III;5,0
HJK;2021,0;7,0;PORTE IV;0,0
HJK;2021,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;8,0;PORTE I;11,0
HJK;2021,0;8,0;PORTE II;9,0
HJK;2021,0;8,0;PORTE III;3,0
HJK;2021,0;8,0;PORTE IV;0,0
HJK;2021,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;9,0;PORTE I;51,0
HJK;2021,0;9,0;PORTE II;12,0
HJK;2021,0;9,0;PORTE III;5,0
HJK;2021,0;9,0;PORTE IV;0,0
HJK;2021,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;10,0;PORTE I;6,0
HJK;2021,0;10,0;PORTE II;13,0
HJK;2021,0;10,0;PORTE III;2,0
HJK;2021,0;10,0;PORTE IV;1,0
HJK;2021,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;11,0;PORTE I;14,0
HJK;2021,0;11,0;PORTE II;12,0
HJK;2021,0;11,0;PORTE III;3,0
HJK;2021,0;11,0;PORTE IV;2,0
HJK;2021,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2021,0;12,0;PORTE I;7,0
HJK;2021,0;12,0;PORTE II;13,0
HJK;2021,0;12,0;PORTE III;4,0
HJK;2021,0;12,0;PORTE IV;1,0
HJK;2021,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;1,0;PORTE I;9,0
HJK;2022,0;1,0;PORTE II;6,0
HJK;2022,0;1,0;PORTE III;2,0
HJK;2022,0;1,0;PORTE IV;0,0
HJK;2022,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;2,0;PORTE I;11,0
HJK;2022,0;2,0;PORTE II;8,0
HJK;2022,0;2,0;PORTE III;2,0
HJK;2022,0;2,0;PORTE IV;1,0
HJK;2022,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;3,0;PORTE I;7,0
HJK;2022,0;3,0;PORTE II;19,0
HJK;2022,0;3,0;PORTE III;2,0
HJK;2022,0;3,0;PORTE IV;0,0
HJK;2022,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;4,0;PORTE I;11,0
HJK;2022,0;4,0;PORTE II;10,0
HJK;2022,0;4,0;PORTE III;1,0
HJK;2022,0;4,0;PORTE IV;0,0
HJK;2022,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;5,0;PORTE I;9,0
HJK;2022,0;5,0;PORTE II;16,0
HJK;2022,0;5,0;PORTE III;2,0
HJK;2022,0;5,0;PORTE IV;0,0
HJK;2022,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;6,0;PORTE I;10,0
HJK;2022,0;6,0;PORTE II;16,0
HJK;2022,0;6,0;PORTE III;4,0
HJK;2022,0;6,0;PORTE IV;0,0
HJK;2022,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;7,0;PORTE I;5,0
HJK;2022,0;7,0;PORTE II;10,0
HJK;2022,0;7,0;PORTE III;4,0
HJK;2022,0;7,0;PORTE IV;0,0
HJK;2022,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;8,0;PORTE I;20,0
HJK;2022,0;8,0;PORTE II;11,0
HJK;2022,0;8,0;PORTE III;4,0
HJK;2022,0;8,0;PORTE IV;0,0
HJK;2022,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;9,0;PORTE I;19,0
HJK;2022,0;9,0;PORTE II;16,0
HJK;2022,0;9,0;PORTE III;6,0
HJK;2022,0;9,0;PORTE IV;0,0
HJK;2022,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;10,0;PORTE I;23,0
HJK;2022,0;10,0;PORTE II;18,0
HJK;2022,0;10,0;PORTE III;6,0
HJK;2022,0;10,0;PORTE IV;1,0
HJK;2022,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;11,0;PORTE I;8,0
HJK;2022,0;11,0;PORTE II;17,0
HJK;2022,0;11,0;PORTE III;1,0
HJK;2022,0;11,0;PORTE IV;0,0
HJK;2022,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2022,0;12,0;PORTE I;9,0
HJK;2022,0;12,0;PORTE II;19,0
HJK;2022,0;12,0;PORTE III;3,0
HJK;2022,0;12,0;PORTE IV;1,0
HJK;2022,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;1,0;PORTE I;18,0
HJK;2023,0;1,0;PORTE II;19,0
HJK;2023,0;1,0;PORTE III;3,0
HJK;2023,0;1,0;PORTE IV;0,0
HJK;2023,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;2,0;PORTE I;15,0
HJK;2023,0;2,0;PORTE II;19,0
HJK;2023,0;2,0;PORTE III;1,0
HJK;2023,0;2,0;PORTE IV;0,0
HJK;2023,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;3,0;PORTE I;44,0
HJK;2023,0;3,0;PORTE II;27,0
HJK;2023,0;3,0;PORTE III;1,0
HJK;2023,0;3,0;PORTE IV;1,0
HJK;2023,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;4,0;PORTE I;79,0
HJK;2023,0;4,0;PORTE II;19,0
HJK;2023,0;4,0;PORTE III;5,0
HJK;2023,0;4,0;PORTE IV;1,0
HJK;2023,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;5,0;PORTE I;120,0
HJK;2023,0;5,0;PORTE II;35,0
HJK;2023,0;5,0;PORTE III;6,0
HJK;2023,0;5,0;PORTE IV;2,0
HJK;2023,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;6,0;PORTE I;115,0
HJK;2023,0;6,0;PORTE II;39,0
HJK;2023,0;6,0;PORTE III;9,0
HJK;2023,0;6,0;PORTE IV;2,0
HJK;2023,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;7,0;PORTE I;143,0
HJK;2023,0;7,0;PORTE II;37,0
HJK;2023,0;7,0;PORTE III;14,0
HJK;2023,0;7,0;PORTE IV;3,0
HJK;2023,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;8,0;PORTE I;192,0
HJK;2023,0;8,0;PORTE II;44,0
HJK;2023,0;8,0;PORTE III;11,0
HJK;2023,0;8,0;PORTE IV;4,0
HJK;2023,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;9,0;PORTE I;254,0
HJK;2023,0;9,0;PORTE II;63,0
HJK;2023,0;9,0;PORTE III;17,0
HJK;2023,0;9,0;PORTE IV;2,0
HJK;2023,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;10,0;PORTE I;140,0
HJK;2023,0;10,0;PORTE II;83,0
HJK;2023,0;10,0;PORTE III;15,0
HJK;2023,0;10,0;PORTE IV;1,0
HJK;2023,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;11,0;PORTE I;194,0
HJK;2023,0;11,0;PORTE II;48,0
HJK;2023,0;11,0;PORTE III;11,0
HJK;2023,0;11,0;PORTE IV;1,0
HJK;2023,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2023,0;12,0;PORTE I;172,0
HJK;2023,0;12,0;PORTE II;49,0
HJK;2023,0;12,0;PORTE III;16,0
HJK;2023,0;12,0;PORTE IV;1,0
HJK;2023,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;1,0;PORTE I;126,0
HJK;2024,0;1,0;PORTE II;49,0
HJK;2024,0;1,0;PORTE III;8,0
HJK;2024,0;1,0;PORTE IV;4,0
HJK;2024,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;2,0;PORTE I;166,0
HJK;2024,0;2,0;PORTE II;53,0
HJK;2024,0;2,0;PORTE III;7,0
HJK;2024,0;2,0;PORTE IV;2,0
HJK;2024,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;3,0;PORTE I;169,0
HJK;2024,0;3,0;PORTE II;49,0
HJK;2024,0;3,0;PORTE III;5,0
HJK;2024,0;3,0;PORTE IV;2,0
HJK;2024,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;4,0;PORTE I;196,0
HJK;2024,0;4,0;PORTE II;68,0
HJK;2024,0;4,0;PORTE III;19,0
HJK;2024,0;4,0;PORTE IV;2,0
HJK;2024,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;5,0;PORTE I;158,0
HJK;2024,0;5,0;PORTE II;70,0
HJK;2024,0;5,0;PORTE III;25,0
HJK;2024,0;5,0;PORTE IV;9,0
HJK;2024,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;6,0;PORTE I;194,0
HJK;2024,0;6,0;PORTE II;91,0
HJK;2024,0;6,0;PORTE III;21,0
HJK;2024,0;6,0;PORTE IV;11,0
HJK;2024,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;7,0;PORTE I;203,0
HJK;2024,0;7,0;PORTE II;76,0
HJK;2024,0;7,0;PORTE III;16,0
HJK;2024,0;7,0;PORTE IV;5,0
HJK;2024,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;8,0;PORTE I;237,0
HJK;2024,0;8,0;PORTE II;72,0
HJK;2024,0;8,0;PORTE III;25,0
HJK;2024,0;8,0;PORTE IV;5,0
HJK;2024,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;9,0;PORTE I;222,0
HJK;2024,0;9,0;PORTE II;64,0
HJK;2024,0;9,0;PORTE III;16,0
HJK;2024,0;9,0;PORTE IV;6,0
HJK;2024,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;10,0;PORTE I;216,0
HJK;2024,0;10,0;PORTE II;78,0
