column_1;column_2;column_3;column_4;column_5;column_6;column_7
"HRAD;Maio;2022;PORTE";II;(;2;A;4;"HORAS);61"
"HRAD;Maio;2022;PORTE";III;(4;A;5;"HORAS);7";
"HRAD;Junho;2022;PORTE";I;(0;A;2;"HORAS);262";
"HRAD;Junho;2022;PORTE";II;(;2;A;4;"HORAS);60"
"HRAD;Junho;2022;PORTE";III;(4;A;5;"HORAS);6";
"HRAD;Junho;2022;PORTE";IV;(ACIMA;6;"HORAS);6";;
"HRAD;Julho;2022;PORTE";I;(0;A;2;"HORAS);258";
"HRAD;Julho;2022;PORTE";II;(;2;A;4;"HORAS);56"
"HRAD;Julho;2022;PORTE";III;(4;A;5;"HORAS);6";
"HRAD;Julho;2022;PORTE";IV;(ACIMA;6;"HORAS);3";;
"HRAD;Agosto;2022;PORTE";I;(0;A;2;"HORAS);292";
"HRAD;Agosto;2022;PORTE";II;(;2;A;4;"HORAS);71"
"HRAD;Agosto;2022;PORTE";III;(4;A;5;"HORAS);13";
"HRAD;Agosto;2022;PORTE";IV;(ACIMA;6;"HORAS);1";;
"HRAD;Setembro;2022;PORTE";I;(0;A;2;"HORAS);276";
"HRAD;Setembro;2022;PORTE";II;(;2;A;4;"HORAS);58"
"HRAD;Setembro;2022;PORTE";III;(4;A;5;"HORAS);4";
"HRAD;Outubro;2022;PORTE";I;(0;A;2;"HORAS);280";
"HRAD;Outubro;2022;PORTE";II;(;2;A;4;"HORAS);39"
"HRAD;Outubro;2022;PORTE";III;(4;A;5;"HORAS);6";
"HRAD;Outubro;2022;PORTE";IV;(ACIMA;6;"HORAS);2";;
"HRAD;Novembro;2022;PORTE";I;(0;A;2;"HORAS);289";
"HRAD;Novembro;2022;PORTE";II;(;2;A;4;"HORAS);40"
"HRAD;Novembro;2022;PORTE";III;(4;A;5;"HORAS);5";
"HRAD;Novembro;2022;PORTE";IV;(ACIMA;6;"HORAS);1";;
"HRAD;Dezembro;2022;PORTE";I;(0;A;2;"HORAS);304";
"HRAD;Dezembro;2022;PORTE";II;(;2;A;4;"HORAS);49"
"HRAD;Dezembro;2022;PORTE";III;(4;A;5;"HORAS);7";
"HRJP;Janeiro;2022;PORTE";I;(0;A;2;"HORAS);16";
"HRJP;Janeiro;2022;PORTE";II;(;2;A;4;"HORAS);4"
"HRJP;Janeiro;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Fevereiro;2022;PORTE";I;(0;A;2;"HORAS);24";
"HRJP;Fevereiro;2022;PORTE";II;(;2;A;4;"HORAS);6"
"HRJP;Fevereiro;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Mar̤o;2022;PORTE";I;(0;A;2;"HORAS);38";
"HRJP;Mar̤o;2022;PORTE";II;(;2;A;4;"HORAS);13"
"HRJP;Mar̤o;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Abril;2022;PORTE";I;(0;A;2;"HORAS);32";
"HRJP;Abril;2022;PORTE";II;(;2;A;4;"HORAS);14"
"HRJP;Abril;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Maio;2022;PORTE";I;(0;A;2;"HORAS);46";
"HRJP;Maio;2022;PORTE";II;(;2;A;4;"HORAS);17"
"HRJP;Maio;2022;PORTE";III;(4;A;5;"HORAS);2";
"HRJP;Junho;2022;PORTE";I;(0;A;2;"HORAS);40";
"HRJP;Junho;2022;PORTE";II;(;2;A;4;"HORAS);12"
"HRJP;Junho;2022;PORTE";III;(4;A;5;"HORAS);1";
"HRJP;Julho;2022;PORTE";I;(0;A;2;"HORAS);51";
"HRJP;Julho;2022;PORTE";II;(;2;A;4;"HORAS);9"
"HRJP;Julho;2022;PORTE";III;(4;A;5;"HORAS);1";
"HRJP;Agosto;2022;PORTE";I;(0;A;2;"HORAS);68";
"HRJP;Agosto;2022;PORTE";II;(;2;A;4;"HORAS);17"
"HRJP;Agosto;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Setembro;2022;PORTE";I;(0;A;2;"HORAS);67";
"HRJP;Setembro;2022;PORTE";II;(;2;A;4;"HORAS);15"
"HRJP;Setembro;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Outubro;2022;PORTE";I;(0;A;2;"HORAS);80";
"HRJP;Outubro;2022;PORTE";II;(;2;A;4;"HORAS);7"
"HRJP;Outubro;2022;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Novembro;2022;PORTE";I;(0;A;2;"HORAS);96";
"HRJP;Novembro;2022;PORTE";II;(;2;A;4;"HORAS);3"
"HRJP;Novembro;2022;PORTE";III;(4;A;5;"HORAS);1";
"HRJP;Dezembro;2022;PORTE";I;(0;A;2;"HORAS);63";
"HRJP;Dezembro;2022;PORTE";II;(;2;A;4;"HORAS);10"
"HRJP;Dezembro;2022;PORTE";III;(4;A;5;"HORAS);1";
"MOV;Janeiro;2022;PORTE";I;(0;A;2;"HORAS);10";
"MOV;Janeiro;2022;PORTE";II;(;2;A;4;"HORAS);1"
"MOV;Fevereiro;2022;PORTE";I;(0;A;2;"HORAS);13";
"MOV;Fevereiro;2022;PORTE";II;(;2;A;4;"HORAS);3"
"MOV;Mar̤o;2022;PORTE";I;(0;A;2;"HORAS);61";
"MOV;Mar̤o;2022;PORTE";II;(;2;A;4;"HORAS);10"
"MOV;Abril;2022;PORTE";I;(0;A;2;"HORAS);26";
"MOV;Abril;2022;PORTE";II;(;2;A;4;"HORAS);7"
"MOV;Maio;2022;PORTE";I;(0;A;2;"HORAS);43";
"MOV;Maio;2022;PORTE";II;(;2;A;4;"HORAS);8"
"MOV;Junho;2022;PORTE";I;(0;A;2;"HORAS);48";
"MOV;Junho;2022;PORTE";II;(;2;A;4;"HORAS);7"
"MOV;Julho;2022;PORTE";I;(0;A;2;"HORAS);45";
"MOV;Julho;2022;PORTE";II;(;2;A;4;"HORAS);9"
"MOV;Julho;2022;PORTE";III;(4;A;5;"HORAS);1";
"MOV;Agosto;2022;PORTE";I;(0;A;2;"HORAS);34";
"MOV;Agosto;2022;PORTE";II;(;2;A;4;"HORAS);5"
"MOV;Setembro;2022;PORTE";I;(0;A;2;"HORAS);22";
"MOV;Setembro;2022;PORTE";II;(;2;A;4;"HORAS);4"
"MOV;Outubro;2022;PORTE";I;(0;A;2;"HORAS);4";
"MOV;Novembro;2022;PORTE";I;(0;A;2;"HORAS);8";
"MOV;Novembro;2022;PORTE";II;(;2;A;4;"HORAS);2"
