column_1;column_2;column_3;column_4;column_5;column_6;column_7
"HRJP;Fevereiro;2024;PORTE";II;(;2;A;4;"HORAS);10"
"HRJP;Fevereiro;2024;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;MarÃƒÂ§o;2024;PORTE";I;(0;A;2;"HORAS);123";
"HRJP;MarÃƒÂ§o;2024;PORTE";II;(;2;A;4;"HORAS);16"
"HRJP;MarÃƒÂ§o;2024;PORTE";III;(4;A;5;"HORAS);1";
"HRJP;Abril;2024;PORTE";I;(0;A;2;"HORAS);120";
"HRJP;Abril;2024;PORTE";II;(;2;A;4;"HORAS);14"
"HRJP;Abril;2024;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Maio;2024;PORTE";I;(0;A;2;"HORAS);148";
"HRJP;Maio;2024;PORTE";II;(;2;A;4;"HORAS);2"
"HRJP;Maio;2024;PORTE";III;(4;A;5;"HORAS);1";
"HRJP;Junho;2024;PORTE";I;(0;A;2;"HORAS);142";
"HRJP;Junho;2024;PORTE";II;(;2;A;4;"HORAS);15"
"HRJP;Junho;2024;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Julho;2024;PORTE";I;(0;A;2;"HORAS);164";
"HRJP;Julho;2024;PORTE";II;(;2;A;4;"HORAS);7"
"HRJP;Julho;2024;PORTE";III;(4;A;5;"HORAS);0";
"HRJP;Agosto;2024;PORTE";I;(0;A;2;"HORAS);154";
"HRJP;Agosto;2024;PORTE";II;(;2;A;4;"HORAS);18"
"HRJP;Agosto;2024;PORTE";III;(4;A;5;"HORAS);2";
"HRJP;Setembro;2024;PORTE";I;(0;A;2;"HORAS);187";
"HRJP;Setembro;2024;PORTE";II;(;2;A;4;"HORAS);18"
"HRJP;Setembro;2024;PORTE";III;(4;A;5;"HORAS);1";
"HRJP;Outubro;2024;PORTE";I;(0;A;2;"HORAS);179";
"HRJP;Outubro;2024;PORTE";II;(;2;A;4;"HORAS);30"
"HRJP;Outubro;2024;PORTE";III;(4;A;5;"HORAS);1";
"MOV;Janeiro;2024;PORTE";I;(0;A;2;"HORAS);41";
"MOV;Janeiro;2024;PORTE";II;(;2;A;4;"HORAS);2"
"MOV;Fevereiro;2024;PORTE";I;(0;A;2;"HORAS);35";
"MOV;Fevereiro;2024;PORTE";II;(;2;A;4;"HORAS);12"
"MOV;Fevereiro;2024;PORTE";III;(4;A;5;"HORAS);1";
"MOV;Fevereiro;2024;PORTE";IV;(ACIMA;6;"HORAS);0";;
"MOV;MarÃƒÂ§o;2024;PORTE";I;(0;A;2;"HORAS);35";
"MOV;MarÃƒÂ§o;2024;PORTE";II;(;2;A;4;"HORAS);19"
"MOV;MarÃƒÂ§o;2024;PORTE";III;(4;A;5;"HORAS);1";
"MOV;Abril;2024;PORTE";I;(0;A;2;"HORAS);57";
"MOV;Abril;2024;PORTE";II;(;2;A;4;"HORAS);18"
"MOV;Maio;2024;PORTE";I;(0;A;2;"HORAS);66";
"MOV;Maio;2024;PORTE";II;(;2;A;4;"HORAS);7"
"MOV;Junho;2024;PORTE";I;(0;A;2;"HORAS);60";
"MOV;Junho;2024;PORTE";II;(;2;A;4;"HORAS);6"
"MOV;Junho;2024;PORTE";III;(4;A;5;"HORAS);1";
"HRBJA;Agosto;2024;PORTE";I;-;"PEQUENO;200";;;
"HRBJA;Agosto;2024;PORTE";II;-;"MÃ‰DIO;44";;;
"HRBJA;Agosto;2024;PORTE";III;-;"GRANDE;2";;;
"HRBJA;Agosto;2024;PORTE";SEM;"INFORMAÃ‡ÃƒO;4";;;;
"HRBJA;Julho;2024;PORTE";I;-;"PEQUENO;149";;;
"HRBJA;Julho;2024;PORTE";II;-;"MÃ‰DIO;38";;;
"HRBJA;Julho;2024;PORTE";III;-;"GRANDE;2";;;
"HRBJA;Julho;2024;PORTE";IV;-;"SUPERIOR;1";;;
"HRBJA;Julho;2024;PORTE";SEM;"INFORMAÃ‡ÃƒO;3";;;;
"HRBJA;Novembro;2024;PORTE";I;-;"PEQUENO;215";;;
"HRBJA;Novembro;2024;PORTE";II;-;"MÃ‰DIO;40";;;
"HRBJA;Novembro;2024;PORTE";III;-;"GRANDE;5";;;
"HRBJA;Novembro;2024;PORTE";SEM;"INFORMAÃ‡ÃƒO;1";;;;
"HRBJA;Outubro;2024;PORTE";I;-;"PEQUENO;201";;;
"HRBJA;Outubro;2024;PORTE";II;-;"MÃ‰DIO;44";;;
"HRBJA;Outubro;2024;PORTE";III;-;"GRANDE;3";;;
"HRBJA;Outubro;2024;PORTE";IV;-;"SUPERIOR;1";;;
"HRBJA;Outubro;2024;PORTE";SEM;"INFORMAÃ‡ÃƒO;2";;;;
"HRBJA;Setembro;2024;PORTE";I;-;"PEQUENO;184";;;
"HRBJA;Setembro;2024;PORTE";II;-;"MÃ‰DIO;32";;;
"HRBJA;Setembro;2024;PORTE";III;-;"GRANDE;4";;;
"HRBJA;Setembro;2024;PORTE";IV;-;"SUPERIOR;1";;;
"HRJP;Novembro;2024;PORTE";I;-;"PEQUENO;253";;;
"HRJP;Novembro;2024;PORTE";II;-;"MÃ‰DIO;33";;;
"HRJP;Novembro;2024;PORTE";III;-;"GRANDE;10";;;
"HRJP;Novembro;2024;PORTE";IV;-;"SUPERIOR;23";;;
"MOV;Agosto;2024;PORTE";I;-;"PEQUENO;233";;;
"MOV;Agosto;2024;PORTE";II;-;"MÃ‰DIO;95";;;
"MOV;Agosto;2024;PORTE";III;-;"GRANDE;27";;;
"MOV;Agosto;2024;PORTE";IV;-;"SUPERIOR;18";;;
"MOV;Julho;2024;PORTE";I;-;"PEQUENO;244";;;
"MOV;Julho;2024;PORTE";II;-;"MÃ‰DIO;55";;;
"MOV;Julho;2024;PORTE";III;-;"GRANDE;27";;;
"MOV;Julho;2024;PORTE";IV;-;"SUPERIOR;15";;;
"MOV;Junho;2024;PORTE";I;-;"PEQUENO;250";;;
"MOV;Novembro;2024;PORTE";I;-;"PEQUENO;193";;;
"MOV;Novembro;2024;PORTE";II;-;"MÃ‰DIO;72";;;
"MOV;Novembro;2024;PORTE";III;-;"GRANDE;17";;;
"MOV;Novembro;2024;PORTE";IV;-;"SUPERIOR;14";;;
"MOV;Outubro;2024;PORTE";I;-;"PEQUENO;233";;;
"MOV;Outubro;2024;PORTE";II;-;"MÃ‰DIO;73";;;
"MOV;Outubro;2024;PORTE";III;-;"GRANDE;18";;;
"MOV;Outubro;2024;PORTE";IV;-;"SUPERIOR;17";;;
"MOV;Setembro;2024;PORTE";I;-;"PEQUENO;274";;;
"MOV;Setembro;2024;PORTE";II;-;"MÃ‰DIO;99";;;
"MOV;Setembro;2024;PORTE";III;-;"GRANDE;17";;;
"MOV;Setembro;2024;PORTE";IV;-;"SUPERIOR;17";;;
"HAC;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);92";
"HAC;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);62"
"HAC;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);15";
"HAC;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);7";;
"HEM;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);27";
"HEM;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);1"
"HEM;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);1";
"HEM;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);0";;
"HGBJA;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);192";
"HGBJA;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);38"
"HGBJA;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);5";
"HGBJA;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);1";;
"HJK;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);173";
"HJK;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);50"
"HJK;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);9";
"HJK;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);4";;
"HJXXIII;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);677";
"HJXXIII;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);242"
"HJXXIII;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);39";
"HJXXIII;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);24";;
"HMAL;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);99";
"HMAL;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);42"
"HMAL;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);3";
"HMAL;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);0";;
"HRAD;Dezembro;2024;PORTE";I;(0;A;2;"HORAS);532";
"HRAD;Dezembro;2024;PORTE";II;(;2;A;4;"HORAS);48"
"HRAD;Dezembro;2024;PORTE";III;(4;A;5;"HORAS);7";
"HRAD;Dezembro;2024;PORTE";IV;(ACIMA;6;"HORAS);3";;
"HRBJA;Dezembro;2024;PORTE";I;-;"PEQUENO;209";;;
"HRBJA;Dezembro;2024;PORTE";II;-;"MÃ‰DIO;37";;;
"HRBJA;Dezembro;2024;PORTE";III;-;"GRANDE;5";;;
"HRBJA;Dezembro;2024;PORTE";IV;-;"SUPERIOR;1";;;
"HRBJA;Dezembro;2024;PORTE";SEM;"INFORMAÃ‡ÃƒO;2";;;;
"HRJP;Dezembro;2024;PORTE";I;-;"PEQUENO;307";;;
"HRJP;Dezembro;2024;PORTE";II;-;"MÃ‰DIO;35";;;
"HRJP;Dezembro;2024;PORTE";III;-;"GRANDE;6";;;
"HRJP;Dezembro;2024;PORTE";IV;-;"SUPERIOR;19";;;
"MOV;Dezembro;2024;PORTE";I;-;"PEQUENO;185";;;
"MOV;Dezembro;2024;PORTE";II;-;"MÃ‰DIO;69";;;
"MOV;Dezembro;2024;PORTE";III;-;"GRANDE;22";;;
"MOV;Dezembro;2024;PORTE";IV;-;"SUPERIOR;15";;;
"MOV;Dezembro;2024;PORTE";SEM;"INFORMAÃ‡ÃƒO;1";;;;
