column_1;column_2;column_3;column_4;column_5;column_6;column_7
"HEM;Julho;2025;PORTE";I;-;"PEQUENO;37";;;
"HEM;Julho;2025;PORTE";II;-;"M?IO;1";;;
"HEM;Junho;2025;PORTE";I;-;"PEQUENO;24";;;
"HEM;Junho;2025;PORTE";II;-;"M?IO;1";;;
"HEM;Junho;2025;PORTE";IV;-;"SUPERIOR;1";;;
"HEM;Maio;2025;PORTE";I;(0;A;2;"HORAS);43";
"HEM;Mar?;2025;PORTE";I;(0;A;2;"HORAS);31";
"HEM;Setembro;2025;PORTE";I;-;"PEQUENO;48";;;
"HEM;Setembro;2025;PORTE";II;-;"M?IO;3";;;
"HEM;Setembro;2025;PORTE";SEM;"INFORMA?O;1";;;;
"HJK;Abril;2025;PORTE";I;(0;A;2;"HORAS);249";
"HJK;Abril;2025;PORTE";II;(;2;A;4;"HORAS);58"
"HJK;Abril;2025;PORTE";III;(4;A;5;"HORAS);24";
"HJK;Abril;2025;PORTE";IV;(ACIMA;6;"HORAS);8";;
"HJK;Agosto;2025;PORTE";I;(0;A;2;"HORAS);228";
"HJK;Agosto;2025;PORTE";II;(;2;A;4;"HORAS);70"
"HJK;Agosto;2025;PORTE";III;(4;A;5;"HORAS);18";
"HJK;Agosto;2025;PORTE";IV;(ACIMA;6;"HORAS);7";;
"HJK;Fevereiro;2025;PORTE";I;(0;A;2;"HORAS);195";
"HJK;Fevereiro;2025;PORTE";II;(;2;A;4;"HORAS);72"
"HJK;Fevereiro;2025;PORTE";III;(4;A;5;"HORAS);14";
"HJK;Fevereiro;2025;PORTE";IV;(ACIMA;6;"HORAS);2";;
"HJK;Janeiro;2025;PORTE";I;(0;A;2;"HORAS);216";
"HJK;Janeiro;2025;PORTE";II;(;2;A;4;"HORAS);46"
"HJK;Janeiro;2025;PORTE";III;(4;A;5;"HORAS);11";
"HJK;Janeiro;2025;PORTE";IV;(ACIMA;6;"HORAS);3";;
"HJK;Julho;2025;PORTE";I;(0;A;2;"HORAS);219";
"HJK;Julho;2025;PORTE";II;(;2;A;4;"HORAS);64"
"HJK;Julho;2025;PORTE";III;(4;A;5;"HORAS);15";
"HJK;Julho;2025;PORTE";IV;(ACIMA;6;"HORAS);8";;
"HJK;Junho;2025;PORTE";I;(0;A;2;"HORAS);191";
"HJK;Junho;2025;PORTE";II;(;2;A;4;"HORAS);66"
"HJK;Junho;2025;PORTE";III;(4;A;5;"HORAS);23";
"HJK;Junho;2025;PORTE";IV;(ACIMA;6;"HORAS);14";;
"HJK;Maio;2025;PORTE";I;(0;A;2;"HORAS);185";
"HJK;Maio;2025;PORTE";II;(;2;A;4;"HORAS);76"
"HJK;Maio;2025;PORTE";III;(4;A;5;"HORAS);18";
"HJK;Maio;2025;PORTE";IV;(ACIMA;6;"HORAS);9";;
"HJK;Mar?;2025;PORTE";I;(0;A;2;"HORAS);199";
"HJK;Mar?;2025;PORTE";II;(;2;A;4;"HORAS);268"
"HJK;Mar?;2025;PORTE";III;(4;A;5;"HORAS);16";
"HJK;Mar?;2025;PORTE";IV;(ACIMA;6;"HORAS);9";;
"HJK;Setembro;2025;PORTE";I;(0;A;2;"HORAS);233";
"HJK;Setembro;2025;PORTE";II;(;2;A;4;"HORAS);67"
"HJK;Setembro;2025;PORTE";III;(4;A;5;"HORAS);30";
"HJK;Setembro;2025;PORTE";IV;(ACIMA;6;"HORAS);4";;
"HJXXIII;Abril;2025;PORTE";I;(0;A;2;"HORAS);667";
"HJXXIII;Abril;2025;PORTE";II;(;2;A;4;"HORAS);264"
"HJXXIII;Abril;2025;PORTE";III;(4;A;5;"HORAS);47";
"HJXXIII;Abril;2025;PORTE";IV;(ACIMA;6;"HORAS);23";;
"HJXXIII;Agosto;2025;PORTE";I;(0;A;2;"HORAS);681";
"HJXXIII;Agosto;2025;PORTE";II;(;2;A;4;"HORAS);270"
"HJXXIII;Agosto;2025;PORTE";III;(4;A;5;"HORAS);40";
"HJXXIII;Agosto;2025;PORTE";IV;(ACIMA;6;"HORAS);11";;
"HJXXIII;Fevereiro;2025;PORTE";I;(0;A;2;"HORAS);610";
"HJXXIII;Fevereiro;2025;PORTE";II;(;2;A;4;"HORAS);244"
"HJXXIII;Fevereiro;2025;PORTE";III;(4;A;5;"HORAS);33";
"HJXXIII;Fevereiro;2025;PORTE";IV;(ACIMA;6;"HORAS);14";;
"HJXXIII;Janeiro;2025;PORTE";I;(0;A;2;"HORAS);606";
"HJXXIII;Janeiro;2025;PORTE";II;(;2;A;4;"HORAS);265"
"HJXXIII;Janeiro;2025;PORTE";III;(4;A;5;"HORAS);39";
"HJXXIII;Janeiro;2025;PORTE";IV;(ACIMA;6;"HORAS);14";;
"HJXXIII;Julho;2025;PORTE";I;(0;A;2;"HORAS);651";
"HJXXIII;Julho;2025;PORTE";II;(;2;A;4;"HORAS);284"
"HJXXIII;Julho;2025;PORTE";III;(4;A;5;"HORAS);39";
"HJXXIII;Julho;2025;PORTE";IV;(ACIMA;6;"HORAS);17";;
"HJXXIII;Junho;2025;PORTE";I;(0;A;2;"HORAS);641";
"HJXXIII;Junho;2025;PORTE";II;(;2;A;4;"HORAS);249"
"HJXXIII;Junho;2025;PORTE";III;(4;A;5;"HORAS);31";
"HJXXIII;Junho;2025;PORTE";IV;(ACIMA;6;"HORAS);14";;
"HJXXIII;Maio;2025;PORTE";I;(0;A;2;"HORAS);624";
"HJXXIII;Maio;2025;PORTE";II;(;2;A;4;"HORAS);244"
"HJXXIII;Maio;2025;PORTE";III;(4;A;5;"HORAS);33";
"HJXXIII;Maio;2025;PORTE";IV;(ACIMA;6;"HORAS);19";;
"HJXXIII;Mar?;2025;PORTE";I;(0;A;2;"HORAS);641";
"HJXXIII;Mar?;2025;PORTE";II;(;2;A;4;"HORAS);276"
"HJXXIII;Mar?;2025;PORTE";III;(4;A;5;"HORAS);67";
"HJXXIII;Mar?;2025;PORTE";IV;(ACIMA;6;"HORAS);21";;
"HJXXIII;Setembro;2025;PORTE";I;(0;A;2;"HORAS);638";
"HJXXIII;Setembro;2025;PORTE";II;(;2;A;4;"HORAS);256"
"HJXXIII;Setembro;2025;PORTE";III;(4;A;5;"HORAS);29";
"HJXXIII;Setembro;2025;PORTE";IV;(ACIMA;6;"HORAS);20";;
"HRAD;Abril;2025;PORTE";I;(0;A;2;"HORAS);537";
"HRAD;Abril;2025;PORTE";II;(;2;A;4;"HORAS);62"
"HRAD;Abril;2025;PORTE";III;(4;A;5;"HORAS);5";
"HRAD;Abril;2025;PORTE";IV;(ACIMA;6;"HORAS);3";;
"HRAD;Agosto;2025;PORTE";I;(0;A;2;"HORAS);292";
"HRAD;Agosto;2025;PORTE";II;(;2;A;4;"HORAS);236"
"HRAD;Agosto;2025;PORTE";III;(4;A;5;"HORAS);44";
"HRAD;Agosto;2025;PORTE";IV;(ACIMA;6;"HORAS);20";;
"HRAD;Fevereiro;2025;PORTE";I;(0;A;2;"HORAS);444";
"HRAD;Fevereiro;2025;PORTE";II;(;2;A;4;"HORAS);168"
"HRAD;Fevereiro;2025;PORTE";III;(4;A;5;"HORAS);51";
"HRAD;Fevereiro;2025;PORTE";IV;(ACIMA;6;"HORAS);9";;
"HRAD;Janeiro;2025;PORTE";I;(0;A;2;"HORAS);351";
"HRAD;Janeiro;2025;PORTE";II;(;2;A;4;"HORAS);202"
"HRAD;Janeiro;2025;PORTE";III;(4;A;5;"HORAS);26";
"HRAD;Janeiro;2025;PORTE";IV;(ACIMA;6;"HORAS);10";;
"HRAD;Julho;2025;PORTE";I;(0;A;2;"HORAS);308";
"HRAD;Julho;2025;PORTE";II;(;2;A;4;"HORAS);263"
"HRAD;Julho;2025;PORTE";III;(4;A;5;"HORAS);47";
"HRAD;Julho;2025;PORTE";IV;(ACIMA;6;"HORAS);46";;
"HRAD;Junho;2025;PORTE";I;(0;A;2;"HORAS);289";
"HRAD;Junho;2025;PORTE";II;(;2;A;4;"HORAS);243"
"HRAD;Junho;2025;PORTE";III;(4;A;5;"HORAS);55";
"HRAD;Junho;2025;PORTE";IV;(ACIMA;6;"HORAS);19";;
"HRAD;Maio;2025;PORTE";I;(0;A;2;"HORAS);338";
"HRAD;Maio;2025;PORTE";II;(;2;A;4;"HORAS);167"
"HRAD;Maio;2025;PORTE";III;(4;A;5;"HORAS);42";
"HRAD;Maio;2025;PORTE";IV;(ACIMA;6;"HORAS);20";;
"HRAD;Mar?;2025;PORTE";I;(0;A;2;"HORAS);518";
"HRAD;Mar?;2025;PORTE";II;(;2;A;4;"HORAS);50"
"HRAD;Mar?;2025;PORTE";III;(4;A;5;"HORAS);5";
"HRAD;Mar?;2025;PORTE";IV;(ACIMA;6;"HORAS);1";;
"HRAD;Setembro;2025;PORTE";I;(0;A;2;"HORAS);252";
"HRAD;Setembro;2025;PORTE";II;(;2;A;4;"HORAS);284"
"HRAD;Setembro;2025;PORTE";III;(4;A;5;"HORAS);56";
"HRAD;Setembro;2025;PORTE";IV;(ACIMA;6;"HORAS);27";;
"HRBJA;Abril;2025;PORTE";I;-;"PEQUENO;179";;;
"HRBJA;Abril;2025;PORTE";II;-;"M?IO;53";;;
"HRBJA;Abril;2025;PORTE";III;-;"GRANDE;8";;;
"HRBJA;Abril;2025;PORTE";IV;-;"SUPERIOR;1";;;
"HRBJA;Abril;2025;PORTE";SEM;"INFORMA?O;3";;;;
"HRBJA;Agosto;2025;PORTE";I;-;"PEQUENO;210";;;
"HRBJA;Agosto;2025;PORTE";II;-;"M?IO;59";;;
"HRBJA;Agosto;2025;PORTE";III;-;"GRANDE;10";;;
"HRBJA;Agosto;2025;PORTE";IV;-;"SUPERIOR;2";;;
"HRBJA;Agosto;2025;PORTE";SEM;"INFORMA?O;4";;;;
"HRBJA;Fevereiro;2025;PORTE";I;-;"PEQUENO;188";;;
"HRBJA;Fevereiro;2025;PORTE";II;-;"M?IO;47";;;
"HRBJA;Fevereiro;2025;PORTE";III;-;"GRANDE;1";;;
"HRBJA;Fevereiro;2025;PORTE";IV;-;"SUPERIOR;2";;;
"HRBJA;Janeiro;2025;PORTE";I;-;"PEQUENO;211";;;
"HRBJA;Janeiro;2025;PORTE";II;-;"M?IO;58";;;
"HRBJA;Janeiro;2025;PORTE";III;-;"GRANDE;2";;;
"HRBJA;Janeiro;2025;PORTE";IV;-;"SUPERIOR;1";;;
"HRBJA;Janeiro;2025;PORTE";SEM;"INFORMA?O;4";;;;
"HRBJA;Julho;2025;PORTE";I;-;"PEQUENO;217";;;
"HRBJA;Julho;2025;PORTE";II;-;"M?IO;52";;;
"HRBJA;Julho;2025;PORTE";III;-;"GRANDE;9";;;
"HRBJA;Julho;2025;PORTE";IV;-;"SUPERIOR;1";;;
"HRBJA;Julho;2025;PORTE";SEM;"INFORMA?O;1";;;;
"HRBJA;Junho;2025;PORTE";I;-;"PEQUENO;184";;;
"HRBJA;Junho;2025;PORTE";II;-;"M?IO;55";;;
"HRBJA;Junho;2025;PORTE";III;-;"GRANDE;11";;;
"HRBJA;Junho;2025;PORTE";SEM;"INFORMA?O;2";;;;
"HRBJA;Maio;2025;PORTE";I;-;"PEQUENO;217";;;
"HRBJA;Maio;2025;PORTE";II;-;"M?IO;57";;;
"HRBJA;Maio;2025;PORTE";III;-;"GRANDE;2";;;
"HRBJA;Maio;2025;PORTE";SEM;"INFORMA?O;2";;;;
"HRBJA;Mar?;2025;PORTE";I;-;"PEQUENO;208";;;
"HRBJA;Mar?;2025;PORTE";II;-;"M?IO;56";;;
"HRBJA;Mar?;2025;PORTE";III;-;"GRANDE;6";;;
"HRBJA;Mar?;2025;PORTE";SEM;"INFORMA?O;3";;;;
"HRBJA;Setembro;2025;PORTE";I;-;"PEQUENO;178";;;
"HRBJA;Setembro;2025;PORTE";II;-;"M?IO;56";;;
"HRBJA;Setembro;2025;PORTE";III;-;"GRANDE;8";;;
"HRBJA;Setembro;2025;PORTE";IV;-;"SUPERIOR;3";;;
"HRBJA;Setembro;2025;PORTE";SEM;"INFORMA?O;3";;;;
"HRJP;Abril;2025;PORTE";I;-;"PEQUENO;291";;;
"HRJP;Abril;2025;PORTE";II;-;"M?IO;49";;;
"HRJP;Abril;2025;PORTE";III;-;"GRANDE;14";;;
"HRJP;Abril;2025;PORTE";IV;-;"SUPERIOR;47";;;
"HRJP;Abril;2025;PORTE";SEM;"INFORMA?O;1";;;;
"HRJP;Agosto;2025;PORTE";I;-;"PEQUENO;335";;;
"HRJP;Agosto;2025;PORTE";II;-;"M?IO;41";;;
"HRJP;Agosto;2025;PORTE";III;-;"GRANDE;12";;;
"HRJP;Agosto;2025;PORTE";IV;-;"SUPERIOR;36";;;
"HRJP;Agosto;2025;PORTE";SEM;"INFORMA?O;4";;;;
"HRJP;Fevereiro;2025;PORTE";I;-;"PEQUENO;289";;;
"HRJP;Fevereiro;2025;PORTE";II;-;"M?IO;38";;;
"HRJP;Fevereiro;2025;PORTE";III;-;"GRANDE;12";;;
"HRJP;Fevereiro;2025;PORTE";IV;-;"SUPERIOR;18";;;
"HRJP;Janeiro;2025;PORTE";I;-;"PEQUENO;258";;;
"HRJP;Janeiro;2025;PORTE";II;-;"M?IO;36";;;
"HRJP;Janeiro;2025;PORTE";III;-;"GRANDE;8";;;
"HRJP;Janeiro;2025;PORTE";IV;-;"SUPERIOR;16";;;
"HRJP;Janeiro;2025;PORTE";SEM;"INFORMA?O;1";;;;
"HRJP;Julho;2025;PORTE";I;-;"PEQUENO;302";;;
"HRJP;Julho;2025;PORTE";II;-;"M?IO;41";;;
"HRJP;Julho;2025;PORTE";III;-;"GRANDE;13";;;
"HRJP;Julho;2025;PORTE";IV;-;"SUPERIOR;43";;;
"HRJP;Julho;2025;PORTE";SEM;"INFORMA?O;1";;;;
"HRJP;Junho;2025;PORTE";I;-;"PEQUENO;297";;;
"HRJP;Junho;2025;PORTE";II;-;"M?IO;35";;;
"HRJP;Junho;2025;PORTE";III;-;"GRANDE;15";;;
"HRJP;Junho;2025;PORTE";IV;-;"SUPERIOR;39";;;
"HRJP;Junho;2025;PORTE";SEM;"INFORMA?O;3";;;;
"HRJP;Maio;2025;PORTE";I;-;"PEQUENO;324";;;
"HRJP;Maio;2025;PORTE";II;-;"M?IO;38";;;
"HRJP;Maio;2025;PORTE";III;-;"GRANDE;18";;;
"HRJP;Maio;2025;PORTE";IV;-;"SUPERIOR;29";;;
"HRJP;Mar?;2025;PORTE";I;-;"PEQUENO;282";;;
"HRJP;Mar?;2025;PORTE";II;-;"M?IO;36";;;
"HRJP;Mar?;2025;PORTE";III;-;"GRANDE;19";;;
"HRJP;Mar?;2025;PORTE";IV;-;"SUPERIOR;47";;;
"HRJP;Mar?;2025;PORTE";SEM;"INFORMA?O;3";;;;
"HRJP;Setembro;2025;PORTE";I;-;"PEQUENO;353";;;
"HRJP;Setembro;2025;PORTE";II;-;"M?IO;42";;;
"HRJP;Setembro;2025;PORTE";III;-;"GRANDE;7";;;
"HRJP;Setembro;2025;PORTE";IV;-;"SUPERIOR;30";;;
"HRJP;Setembro;2025;PORTE";SEM;"INFORMA?O;4";;;;
"MOV;Abril;2025;PORTE";I;-;"PEQUENO;253";;;
"MOV;Abril;2025;PORTE";II;-;"M?IO;107";;;
"MOV;Abril;2025;PORTE";III;-;"GRANDE;32";;;
"MOV;Abril;2025;PORTE";IV;-;"SUPERIOR;25";;;
"MOV;Agosto;2025;PORTE";I;-;"PEQUENO;247";;;
"MOV;Agosto;2025;PORTE";II;-;"M?IO;64";;;
"MOV;Agosto;2025;PORTE";III;-;"GRANDE;21";;;
"MOV;Agosto;2025;PORTE";IV;-;"SUPERIOR;13";;;
"MOV;Agosto;2025;PORTE";SEM;"INFORMA?O;1";;;;
"MOV;Fevereiro;2025;PORTE";I;-;"PEQUENO;199";;;
"MOV;Fevereiro;2025;PORTE";II;-;"M?IO;86";;;
"MOV;Fevereiro;2025;PORTE";III;-;"GRANDE;32";;;
"MOV;Fevereiro;2025;PORTE";IV;-;"SUPERIOR;14";;;
"MOV;Janeiro;2025;PORTE";I;-;"PEQUENO;223";;;
"MOV;Janeiro;2025;PORTE";II;-;"M?IO;77";;;
"MOV;Janeiro;2025;PORTE";III;-;"GRANDE;17";;;
"MOV;Janeiro;2025;PORTE";IV;-;"SUPERIOR;20";;;
"MOV;Julho;2025;PORTE";I;-;"PEQUENO;243";;;
"MOV;Julho;2025;PORTE";II;-;"M?IO;82";;;
"MOV;Julho;2025;PORTE";III;-;"GRANDE;21";;;
"MOV;Julho;2025;PORTE";IV;-;"SUPERIOR;14";;;
"MOV;Junho;2025;PORTE";I;-;"PEQUENO;280";;;
"MOV;Junho;2025;PORTE";II;-;"M?IO;86";;;
"MOV;Junho;2025;PORTE";III;-;"GRANDE;24";;;
"MOV;Junho;2025;PORTE";IV;-;"SUPERIOR;13";;;
"MOV;Maio;2025;PORTE";I;-;"PEQUENO;253";;;
"MOV;Maio;2025;PORTE";II;-;"M?IO;108";;;
"MOV;Maio;2025;PORTE";III;-;"GRANDE;22";;;
"MOV;Maio;2025;PORTE";IV;-;"SUPERIOR;25";;;
"MOV;Mar?;2025;PORTE";I;-;"PEQUENO;247";;;
"MOV;Mar?;2025;PORTE";II;-;"M?IO;105";;;
"MOV;Mar?;2025;PORTE";III;-;"GRANDE;26";;;
"MOV;Mar?;2025;PORTE";IV;-;"SUPERIOR;27";;;
"MOV;Setembro;2025;PORTE";I;-;"PEQUENO;241";;;
"MOV;Setembro;2025;PORTE";II;-;"M?IO;71";;;
"MOV;Setembro;2025;PORTE";III;-;"GRANDE;20";;;
"MOV;Setembro;2025;PORTE";IV;-;"SUPERIOR;14";;;
